time-1,time-2,time-3,time-4,time-5,time-6
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  2 15],[29  2 30],[29  2 45],[29  2 60],[29  3 15],[29  3 30]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  3 45],[29  3 60],[29  4 15],[29  4 30],[29  4 45],[29  4 60]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
[29  5 15],[29  5 30],[29  5 45],[29  5 60],[29  6 15],[29  6 30]
